StudentID,TextLevel-01-SOY,TextLevel-01-MOY,TextLevel-01-EOY,TextLevel-02-SOY,TextLevel-02-MOY,TextLevel-02-EOY,WritingVocab-01-SOY,HRSIW-01-SOY,Counting-01,Counting-02,Place Value-01,Place Value-02,Addition and Subtraction-01,Addition and Subtraction-02,Multiplication and Division-01,Multiplication and Division-02,Kinder_Age,Gender,Disability_Non-disable,Disability_Cognitive,Disability_Physical,Disability_Sensory,Disability_SocialEmotional,NCCD-Funded,NumSibling,SiblingOrder,01.SES,02.SES,NumAbvYear9,NumAbvDiploma,NumProf,Year_02,At_Risk_Numeracy
547003657,15,13,23,22,23,28,40,33,2,2,1,2,2,5,2,4,5.446575342,0,1,0,0,0,0,0,1,1,113,113,1,0,1,2017,False
155013602,1,7,12,10,16,28,4,14,1,3,1,1,1,1,1,1,5.553424658,0,0,1,0,0,0,1,3,2,95,95,1,0,0,2020,False
806792939,2,10,13,12,16,23,6,29,2,2,1,2,2,2,2,2,4.887671233,1,1,0,0,0,0,0,4,4,88,88,2,1,0,2018,False
843941652,1,14,20,24,28,29,10,24,0,2,0,1,0,2,0,1,4.808219178,1,0,0,0,0,1,1,4,2,116,116,2,2,1,2018,False
482418451,16,20,22,26,26,32,15,35,3,4,1,1,1,1,2,2,4.895890411,1,1,0,0,0,0,0,3,2,97,97,2,1,0,2017,True
713948612,10,16,22,21,25,28,14,35,3,4,2,2,2,3,0,0,5.271232877,1,1,0,0,0,0,0,3,2,101,101,2,0,2,2016,False
950669872,10,12,21,25,27,32,14,40,1,4,1,2,0,4,0,2,4.671232877,1,1,0,0,0,0,0,2,2,120,120,2,0,1,2016,False
697506911,9,12,16,17,22,22,7,27,2,3,2,1,2,0,2,2,4.578082192,1,0,1,0,0,0,0,1,1,97,97,0,0,0,2017,True
296704763,26,28,28,28,31,32,47,37,4,5,2,4,4,5,2,4,5.635616438,1,1,0,0,0,0,0,3,2,101,101,0,0,0,2017,False
828442621,11,19,22,25,25,30,22,32,0,2,0,1,1,1,1,2,4.997260274,0,1,0,0,0,0,0,2,1,103,103,2,2,2,2020,False
493187607,12,16,18,25,25,28,24,34,1,3,1,2,1,2,1,2,5.219178082,1,1,0,0,0,0,0,2,1,100,100,0,0,0,2017,True
885878543,14,26,27,24,26,27,35,36,4,4,2,3,3,4,1,2,5.536986301,0,1,0,0,0,0,0,3,3,102,102,2,2,0,2020,False
671575585,6,13,19,15,17,22,5,18,1,3,1,1,1,2,1,2,5.353424658,1,0,1,0,0,0,1,3,3,95,95,2,1,1,2020,True
863857215,19,28,28,27,30,30,54,50,2,4,1,2,2,5,2,2,5.720547945,0,1,0,0,0,0,0,2,2,113,113,1,1,1,2020,False
569344280,17,18,24,25,27,30,27,37,2,3,1,2,1,2,0,1,4.835616438,1,1,0,0,0,0,0,2,2,120,120,2,2,2,2018,False
793444279,20,23,24,32,29,30,13,45,1,4,1,2,1,3,1,2,4.926027397,0,0,1,0,0,0,0,1,1,91,91,2,0,0,2020,False
920135094,26,26,28,27,26,30,48,41,1,2,1,1,2,2,1,2,5.454794521,0,1,0,0,0,0,0,2,1,105,105,1,1,1,2020,False
181561540,11,10,20,19,22,23,30,32,2,3,0,1,1,2,2,2,4.983561644,0,1,0,0,0,0,0,3,3,95,95,1,1,0,2018,True
287281207,9,15,24,29,27,30,38,34,2,4,1,2,2,5,1,3,5.745205479,0,1,0,0,0,0,0,2,2,114,114,0,0,0,2016,False
289681755,8,13,21,25,28,30,29,26,3,5,1,2,2,2,1,2,5.060273973,1,1,0,0,0,0,0,3,2,116,116,2,2,2,2018,False
349791589,8,10,23,18,25,25,20,36,1,3,1,1,1,2,0,2,5.290410959,0,0,0,1,0,0,0,2,2,104,104,1,1,1,2020,False
591736039,5,10,22,17,23,25,22,28,2,2,1,1,0,4,1,2,5.284931507,0,0,0,0,0,1,0,3,2,114,114,2,0,0,2016,False
866491172,6,10,19,17,23,25,42,37,2,4,2,2,1,2,2,2,5.290410959,1,1,0,0,0,0,0,2,2,103,103,2,1,1,2018,False
654394840,4,9,19,20,20,23,10,36,1,1,1,0,1,2,0,0,5.504109589,1,0,1,0,0,0,0,1,1,120,109,2,2,1,2021,True
403823481,15,19,24,23,28,25,21,44,2,4,1,2,1,2,2,3,5.419178082,0,1,0,0,0,0,0,2,1,107,96,2,2,2,2021,False
486663916,16,27,28,31,29,32,53,41,2,3,2,2,2,2,1,3,5.630136986,0,0,0,1,0,0,1,2,1,114,114,2,1,1,2020,False
488896173,10,14,19,15,23,29,26,48,2,0,1,2,1,2,0,2,5.438356164,0,1,0,0,0,0,0,2,2,103,103,2,2,0,2020,False
139917912,7,14,23,20,24,26,9,26,0,2,0,1,0,3,0,2,5.153424658,0,0,1,0,0,0,0,3,3,114,114,2,0,2,2020,False
973848800,10,16,25,26,25,30,18,36,2,2,1,2,1,2,1,2,5.254794521,1,1,0,0,0,0,0,3,3,96,96,2,1,0,2020,False
305948417,14,15,25,29,30,30,39,40,1,2,1,1,2,4,2,2,4.961643836,0,1,0,0,0,0,0,2,1,95,93,0,0,0,2021,False
792144345,5,12,22,19,23,32,14,29,2,2,1,1,1,2,0,1,5.054794521,0,0,1,0,0,0,0,2,2,103,103,2,2,1,2020,False
569418803,2,13,19,21,16,23,11,12,2,3,1,1,1,1,1,0,5.57260274,1,1,0,0,0,0,0,5,3,95,95,2,0,0,2018,True
388050319,11,12,15,17,22,29,29,27,3,3,1,2,3,2,2,1,5.550684932,0,1,0,0,0,0,0,5,3,101,101,2,0,0,2016,False
473202821,7,16,21,16,25,30,23,32,1,3,1,2,0,2,1,2,4.928767123,0,0,1,0,0,0,0,3,3,101,101,2,2,2,2020,False
764070438,16,18,19,17,20,24,26,22,1,2,1,1,1,1,1,2,5.484931507,0,0,1,0,0,0,0,2,1,94,94,2,2,2,2018,False
276439797,13,16,25,32,29,30,11,35,1,2,1,2,1,3,1,2,5.726027397,1,1,0,0,0,0,0,2,1,105,105,2,2,1,2020,True
117362254,4,9,19,23,28,30,11,26,0,2,1,1,0,2,1,2,6.019178082,1,1,0,0,0,0,0,2,2,116,116,2,2,0,2018,False
387921057,13,14,19,14,25,26,18,22,2,2,1,1,1,2,1,2,5.424657534,0,0,1,0,0,0,1,3,2,99,99,2,0,1,2020,False
155600545,11,15,22,31,31,30,38,33,2,2,1,1,1,2,0,2,5.846575342,0,1,0,0,0,0,0,3,3,114,114,1,1,1,2018,False
182138640,7,9,19,16,20,33,14,30,1,2,1,2,1,2,2,2,5.75890411,0,1,0,0,0,0,0,2,2,96,96,2,2,0,2020,False
538314978,9,15,19,27,28,28,18,33,2,2,1,1,1,0,0,1,5.126027397,0,0,1,0,0,0,1,2,2,102,102,2,0,0,2020,False
388980219,6,14,23,23,22,26,22,28,2,3,1,2,1,2,2,2,5.728767123,0,0,1,0,0,0,0,2,2,117,108,2,1,1,2021,False
888330542,16,24,28,28,30,32,11,31,3,4,1,2,0,1,0,1,5.304109589,1,0,1,0,0,0,0,2,1,114,114,2,2,2,2018,False
596109579,17,18,27,31,28,30,35,41,2,4,2,1,2,2,0,2,4.860273973,1,1,0,0,0,0,0,2,1,91,89,1,1,0,2021,False
274160153,21,26,29,29,29,29,33,51,3,4,1,3,2,4,2,2,4.854794521,1,0,0,1,0,0,1,1,1,95,95,2,2,2,2020,False
426915427,15,18,26,19,25,26,21,32,2,5,1,2,2,3,2,2,5.887671233,1,1,0,0,0,0,0,1,1,115,115,2,2,2,2017,False
514381125,3,12,18,18,25,27,11,31,1,2,1,1,2,2,0,2,5.421917808,0,0,1,0,0,0,0,1,1,97,97,0,0,0,2016,False
470918441,10,7,16,19,18,24,16,37,1,3,1,1,1,2,1,1,4.597260274,1,1,0,0,0,0,0,3,3,120,109,2,2,1,2021,True
583831956,1,8,12,14,12,16,8,11,0,2,0,1,0,1,1,0,5.630136986,1,0,1,0,0,0,0,2,1,89,89,1,0,0,2017,True
182796041,4,8,20,18,21,25,14,3,1,4,1,2,1,1,1,2,4.95890411,0,0,0,0,0,1,0,2,2,114,114,2,1,0,2020,False
689102456,9,16,20,15,17,24,16,13,2,2,1,2,1,2,1,2,5.887671233,1,0,1,0,0,0,0,1,1,104,104,2,0,1,2020,True
353201476,8,12,14,13,16,25,23,25,1,3,1,1,0,1,0,2,5.161643836,1,1,0,0,0,0,0,2,2,94,94,1,0,0,2018,True
987154524,21,21,23,24,28,29,32,32,3,3,1,2,1,2,2,1,5.101369863,1,1,0,0,0,0,0,3,3,95,95,2,1,1,2018,False
425745898,18,22,25,25,28,30,14,37,2,2,1,1,1,3,2,2,4.695890411,1,1,0,0,0,0,0,1,1,97,97,2,2,2,2017,False
650719810,3,8,18,16,23,24,16,29,1,1,1,1,0,2,1,0,5.57260274,0,0,0,0,0,1,0,1,1,97,97,2,1,0,2017,False
604632218,9,14,19,16,18,17,21,32,1,3,1,2,0,2,1,2,5.178082192,1,1,0,0,0,0,0,6,3,91,89,1,1,0,2021,False
992577795,6,16,17,13,16,16,3,8,2,3,1,2,0,3,0,2,5.032876712,1,0,1,0,0,0,0,2,2,107,96,2,0,0,2021,True
207406973,22,26,31,33,32,32,47,39,1,2,1,2,2,3,2,1,5.309589041,1,1,0,0,0,0,0,4,4,109,109,2,1,1,2020,False
352556237,13,17,22,23,25,29,32,34,1,4,1,2,2,2,2,2,5.161643836,1,0,0,0,0,1,0,3,1,110,110,2,2,2,2018,False
514769424,10,13,20,19,22,26,38,45,3,4,1,2,2,4,2,2,5.22739726,1,1,0,0,0,0,0,2,1,95,95,2,2,2,2020,False
412800370,15,24,31,31,29,30,27,48,3,5,2,2,2,4,2,3,5.849315068,1,1,0,0,0,0,0,2,2,105,105,0,0,0,2020,False
423731622,3,12,12,9,14,14,3,26,1,3,1,2,0,0,0,1,5.843835616,1,0,1,0,0,0,1,1,1,95,95,2,1,1,2020,True
607455857,13,13,21,25,23,27,19,28,2,2,2,2,2,2,2,2,5.4,1,0,0,1,0,0,0,2,2,88,88,1,0,0,2018,False
715840971,5,16,22,20,24,29,18,27,3,4,2,2,2,3,1,2,4.923287671,1,1,0,0,0,0,0,2,2,99,99,2,2,1,2020,False
674378498,15,18,22,28,29,30,66,43,2,4,2,2,2,2,1,3,5.375342466,0,1,0,0,0,0,0,3,2,116,116,2,2,2,2020,False
820109729,4,6,17,22,24,27,3,7,1,2,1,1,1,2,2,2,5.257534247,1,0,1,0,0,0,0,4,4,95,94,2,1,1,2021,True
928847495,16,23,28,27,27,29,39,43,2,2,1,2,2,2,1,2,5.328767123,0,0,0,1,0,0,0,1,1,101,101,1,0,0,2020,False
666085052,13,15,20,18,19,24,28,33,1,4,1,2,1,0,0,2,4.624657534,1,1,0,0,0,0,0,2,1,95,95,0,0,0,2017,True
835178186,26,23,28,29,28,32,39,35,2,3,1,2,1,2,2,2,4.775342466,0,1,0,0,0,0,0,1,1,113,113,2,1,2,2020,False
116624848,10,11,19,21,26,30,10,22,2,3,1,2,1,1,2,1,5.216438356,1,0,0,0,0,1,0,1,1,96,95,1,0,0,2021,False
951490701,21,15,24,24,29,32,20,46,3,3,1,3,0,4,0,2,5.15890411,1,1,0,0,0,0,0,2,2,105,105,2,2,2,2020,False
401485220,12,14,21,22,25,30,40,43,1,4,1,3,1,2,0,2,5.649315068,0,1,0,0,0,0,0,3,3,114,114,1,1,1,2020,False
935426032,15,20,26,33,28,30,27,31,3,5,2,2,4,4,2,2,5.345205479,1,1,0,0,0,0,0,2,2,113,113,2,0,1,2020,False
295566099,14,16,23,23,28,29,35,40,1,2,1,1,2,1,2,2,5.391780822,0,1,0,0,0,0,0,2,2,116,116,2,1,1,2020,True
420288785,12,12,17,21,24,28,18,40,2,3,1,2,1,3,1,2,4.709589041,1,1,0,0,0,0,0,2,1,90,90,2,1,0,2017,False
504952531,6,17,19,21,23,29,9,17,1,3,1,2,1,2,2,2,5.131506849,0,0,1,0,0,0,1,1,1,110,110,1,1,1,2020,False
529819844,12,18,21,25,23,30,58,33,3,4,2,2,4,2,2,2,5.361643836,0,1,0,0,0,0,0,3,3,110,110,2,2,2,2020,False
585151275,14,10,21,25,25,28,28,35,2,4,1,2,2,3,1,2,5.057534247,1,1,0,0,0,0,0,3,3,100,100,2,1,0,2017,False
197191747,14,17,29,30,28,28,36,40,2,1,1,2,3,2,0,2,4.939726027,1,1,0,0,0,0,0,2,1,101,101,2,1,1,2016,False
298675782,10,12,21,18,23,28,51,27,2,2,2,2,2,1,2,2,5.271232877,1,1,0,0,0,0,0,2,1,105,105,1,0,1,2018,False
947778183,6,7,14,14,15,22,17,7,1,3,1,1,1,1,0,1,5.315068493,1,0,1,0,0,0,0,3,3,120,120,2,2,0,2018,True
488321366,15,16,19,22,24,25,23,44,2,3,1,1,0,1,0,2,5.161643836,0,1,0,0,0,0,0,2,1,113,113,2,2,1,2020,False
239322097,13,17,18,21,21,27,38,33,4,4,2,4,1,2,2,2,5.44109589,1,1,0,0,0,0,0,3,2,100,100,2,1,2,2017,False
991574549,5,14,20,22,23,29,33,42,3,3,2,2,2,2,1,2,5.775342466,0,1,0,0,0,0,0,2,2,117,108,2,2,1,2021,False
524469955,18,17,26,25,31,30,30,41,3,3,2,2,1,4,2,2,5.191780822,1,1,0,0,0,0,0,3,2,95,95,0,0,0,2020,False
190482634,21,19,28,31,30,31,43,52,3,3,1,2,2,3,2,2,5.216438356,0,1,0,0,0,0,0,3,3,105,105,2,1,0,2020,False
622119927,2,4,19,23,22,28,10,18,1,2,1,1,2,0,0,2,4.904109589,0,0,1,0,0,0,0,2,1,88,88,2,1,0,2018,True
922604198,4,8,19,22,26,28,20,25,1,1,1,2,0,1,0,2,4.736986301,1,1,0,0,0,0,0,2,2,95,95,0,0,0,2018,True
546870270,3,6,18,13,19,25,4,9,1,3,1,1,0,2,1,2,4.676712329,1,0,1,0,0,0,0,1,1,97,97,0,0,0,2018,True
816726750,11,19,20,20,21,27,42,36,4,5,1,2,3,4,2,2,4.923287671,1,1,0,0,0,0,0,2,2,95,95,0,0,0,2018,False
603488207,10,13,23,19,27,31,27,30,0,4,1,2,1,1,2,2,4.934246575,0,1,0,0,0,0,0,2,2,114,114,0,0,0,2017,False
844461359,21,30,31,30,31,30,52,46,2,3,1,2,1,1,1,2,5.205479452,0,1,0,0,0,0,0,2,2,109,109,2,1,0,2020,False
146659431,19,28,31,31,30,31,21,37,2,4,1,3,1,4,0,2,5.819178082,0,1,0,0,0,0,0,2,2,114,114,2,0,1,2020,False
891764615,6,12,21,19,19,25,21,19,2,2,1,1,1,2,0,1,5.17260274,1,1,0,0,0,0,0,1,1,94,94,1,1,2,2017,True
368283747,3,17,20,22,26,25,17,15,1,3,1,2,1,2,0,2,5.106849315,1,0,1,0,0,0,0,2,2,113,113,2,0,1,2020,False
197172770,3,15,14,13,18,26,14,30,2,3,1,1,0,2,0,1,5.638356164,1,0,1,0,0,0,0,3,3,114,114,2,1,1,2017,False
963376640,11,22,24,28,30,30,18,43,2,4,1,2,2,4,2,2,5.268493151,0,1,0,0,0,0,0,3,2,114,102,2,2,2,2021,False
789666775,10,7,13,16,14,20,38,37,3,2,1,1,2,0,1,0,5.164383562,1,1,0,0,0,0,0,2,1,120,120,2,2,2,2018,False
695542397,9,18,26,29,30,29,18,34,2,2,1,1,2,1,1,2,4.82739726,0,1,0,0,0,0,0,2,2,107,107,2,2,1,2016,False
791225790,11,9,16,24,25,26,25,31,2,3,1,2,3,3,1,2,5.687671233,1,0,1,0,0,0,0,3,3,115,115,2,2,1,2017,False
699538164,7,9,15,19,23,29,11,25,2,2,1,1,1,1,2,1,4.890410959,0,0,1,0,0,0,0,3,1,115,115,2,2,2,2017,True
365055638,10,22,27,28,30,31,28,18,2,3,1,1,0,2,0,2,5.131506849,1,1,0,0,0,0,0,2,2,114,114,2,2,2,2018,False
271599675,7,14,24,28,28,28,10,29,1,2,1,1,1,2,1,1,5.276712329,0,1,0,0,0,0,0,2,2,114,114,2,0,1,2016,False
765066764,19,24,27,29,28,31,39,44,2,4,2,2,1,0,2,2,5.02739726,0,1,0,0,0,0,0,2,1,113,113,2,2,2,2020,False
371435216,11,17,21,24,28,30,26,40,2,2,1,2,0,4,0,2,5.619178082,1,0,1,0,0,0,0,1,1,102,97,2,2,2,2021,False
626629194,11,18,28,28,30,29,16,23,2,3,1,2,1,2,1,2,5.224657534,1,0,1,0,0,0,1,3,3,114,114,2,1,1,2018,False
480436787,15,18,29,32,31,29,33,34,3,5,1,2,2,5,2,2,4.917808219,0,1,0,0,0,0,0,3,3,95,95,1,1,1,2017,False
882806761,29,29,29,30,30,27,33,33,2,2,1,1,2,1,1,2,4.852054795,1,1,0,0,0,0,0,2,2,114,120,0,0,0,2016,False
872816104,11,16,21,22,25,29,8,29,2,4,1,2,2,4,1,2,5.55890411,1,1,0,0,0,0,0,1,1,98,98,0,0,0,2018,False
455234915,18,19,24,29,28,29,51,35,2,3,1,1,0,3,2,1,5.654794521,0,1,0,0,0,0,0,4,4,101,101,2,0,0,2016,False
157669643,9,14,25,21,23,29,24,13,3,5,2,3,2,4,1,4,5.139726027,1,1,0,0,0,0,0,1,1,113,113,0,0,0,2016,False
801602550,13,19,23,19,22,28,9,39,3,3,2,3,1,1,2,0,6.120547945,1,0,0,0,1,0,0,2,2,104,104,2,2,2,2020,False
662841424,12,18,23,30,28,33,14,44,2,3,1,2,1,3,0,2,5.252054795,0,1,0,0,0,0,0,2,2,114,114,2,0,0,2020,False
936489261,7,8,19,18,19,23,22,35,2,2,1,1,1,2,0,1,5.528767123,0,1,0,0,0,0,0,1,1,98,98,2,2,2,2021,True
249854281,12,21,25,28,30,30,22,26,0,5,2,2,2,4,1,4,5.687671233,1,1,0,0,0,0,0,2,2,101,101,2,0,1,2016,False
363453196,16,22,28,29,28,29,18,30,4,4,1,2,2,1,2,2,5.942465753,0,1,0,0,0,0,0,1,1,114,114,1,1,1,2018,False
765714007,16,17,24,29,30,31,17,16,2,2,0,2,1,3,1,3,5.265753425,0,1,0,0,0,0,0,3,2,94,94,1,0,0,2018,False
215520189,5,19,22,23,22,28,25,11,2,2,1,1,1,2,1,2,4.98630137,1,0,1,0,0,0,1,2,1,99,99,2,2,2,2020,True
465050888,16,17,19,20,23,29,26,34,1,4,1,2,1,3,2,2,5.452054795,0,1,0,0,0,0,0,2,1,90,90,0,0,0,2017,False
190313722,13,17,19,21,25,27,53,31,3,3,2,2,2,2,2,1,5.410958904,1,1,0,0,0,0,0,5,3,120,120,2,1,1,2017,False
849670114,20,20,26,27,29,31,23,38,3,4,1,2,1,4,0,2,5.189041096,0,1,0,0,0,0,0,3,2,113,105,2,1,0,2021,False
172470399,8,13,16,15,19,24,19,25,1,3,1,1,2,2,1,0,4.769863014,1,0,1,0,0,0,1,1,1,95,95,2,2,0,2018,True
336490984,15,12,19,18,26,29,32,39,2,4,1,1,0,2,2,2,5.153424658,0,1,0,0,0,0,0,3,1,95,95,1,0,0,2020,False
314497315,8,11,24,19,25,26,8,26,2,3,1,2,1,3,1,2,5.75890411,1,1,0,0,0,0,0,3,2,95,95,2,2,2,2017,False
763931817,7,13,19,19,18,26,14,34,1,1,1,1,2,1,2,2,5.690410959,0,1,0,0,0,0,0,3,2,112,112,2,0,0,2020,True
303074193,19,17,29,26,27,31,16,30,2,2,1,2,2,4,1,2,5.657534247,0,1,0,0,0,0,0,3,2,103,103,2,2,2,2018,False
551228863,13,18,25,27,27,31,25,28,2,3,1,2,1,2,1,2,4.602739726,0,1,0,0,0,0,0,2,1,116,116,2,0,2,2018,False
892829054,6,15,19,24,22,29,28,31,1,4,1,1,1,2,0,1,4.98630137,0,1,0,0,0,0,0,2,2,97,97,2,1,2,2020,False
148624612,15,19,27,29,32,32,25,47,2,2,1,1,2,4,1,2,4.682191781,0,1,0,0,0,0,0,1,1,95,95,2,2,0,2020,False
758854306,12,22,22,29,29,30,37,45,2,3,1,2,1,2,2,1,5.424657534,0,0,0,1,0,0,1,1,1,91,91,1,0,0,2020,False
598355935,2,8,11,9,12,16,3,8,0,3,0,2,2,2,1,1,5.22739726,1,1,0,0,0,0,0,5,3,98,98,2,0,1,2017,False
795737160,19,17,32,32,31,31,53,47,2,2,1,1,1,2,1,2,5.309589041,0,1,0,0,0,0,0,1,1,114,114,1,1,1,2020,False
420682319,24,27,29,32,31,31,54,48,3,3,1,2,2,2,2,2,4.676712329,0,1,0,0,0,0,0,1,1,113,105,1,1,1,2021,False
563366787,18,16,21,21,22,26,23,36,2,5,1,3,2,2,0,1,5.397260274,1,1,0,0,0,0,0,4,1,120,120,2,2,1,2017,False
272752748,9,12,20,19,22,24,13,32,2,2,1,2,1,2,0,2,4.775342466,1,1,0,0,0,0,0,3,2,98,98,2,0,1,2018,True
438240406,1,8,18,21,24,29,26,31,1,2,1,1,1,0,1,0,5.545205479,1,0,1,0,0,0,1,2,2,120,116,2,2,2,2018,True
387682835,2,9,20,18,20,25,14,24,0,3,0,1,1,2,0,2,5.287671233,1,1,0,0,0,0,0,2,1,103,103,2,0,0,2018,False
948350721,11,13,18,20,25,28,17,31,1,2,1,1,1,2,1,2,5.197260274,1,1,0,0,0,0,0,4,4,95,95,2,2,1,2017,True
814778015,12,18,24,26,31,29,20,36,1,2,1,1,1,3,2,2,5.180821918,0,1,0,0,0,0,0,3,3,97,97,2,2,2,2016,True
467234001,11,9,19,20,22,21,44,36,2,5,1,2,3,4,1,2,5.493150685,1,1,0,0,0,0,0,2,2,120,120,0,0,0,2016,False
589185861,9,7,17,17,17,22,12,27,1,1,1,1,1,2,1,1,4.830136986,0,0,1,0,0,0,0,2,2,92,92,2,0,1,2020,True
686595718,0,12,23,24,24,29,15,29,1,3,1,1,1,3,0,2,5.030136986,0,1,0,0,0,0,0,2,1,116,116,0,0,0,2018,False
176219967,11,25,27,29,28,29,24,41,2,4,1,2,2,4,2,2,5.408219178,0,1,0,0,0,0,0,2,1,94,95,0,2,2,2020,False
772664293,11,11,26,24,28,28,28,29,2,2,1,1,2,2,1,2,5.542465753,1,1,0,0,0,0,0,2,2,115,115,0,0,0,2017,False
987985333,30,29,30,30,31,31,37,48,2,2,2,2,3,2,2,2,5.635616438,0,0,0,1,0,0,0,2,1,109,109,2,1,1,2020,False
582945435,4,12,22,19,19,23,7,10,0,2,1,2,0,2,1,2,5.079452055,1,0,0,0,0,1,1,3,3,95,95,1,0,0,2017,False
793340905,7,12,13,16,19,27,26,26,3,4,1,1,2,2,1,2,5.263013699,0,1,0,0,0,0,0,2,2,102,102,2,2,2,2020,False
493419001,6,15,19,16,21,28,7,23,0,4,1,1,1,2,0,2,5.816438356,0,0,1,0,0,0,0,3,1,116,116,2,2,2,2017,False
386637725,17,18,24,28,30,30,18,36,2,3,1,2,2,2,0,2,5.232876712,1,1,0,0,0,0,0,4,3,101,101,2,2,1,2016,False
950655637,4,16,16,20,22,30,3,27,2,3,1,2,2,2,1,3,5.501369863,1,0,1,0,0,0,0,3,1,95,97,1,0,0,2018,False
788956209,21,22,23,24,26,27,20,32,3,5,1,2,1,4,2,3,5.375342466,1,1,0,0,0,0,0,2,2,97,97,0,0,0,2017,False
394145949,1,11,19,22,24,27,12,29,0,4,0,2,1,3,0,2,5.317808219,0,0,1,0,0,0,0,2,2,113,105,2,1,0,2021,False
761015851,19,15,19,25,27,31,21,29,2,4,1,2,2,2,2,3,4.706849315,0,1,0,0,0,0,0,3,1,104,104,2,1,1,2020,False
846026664,15,12,26,18,28,27,16,20,2,3,1,2,1,2,2,2,5.37260274,1,1,0,0,0,0,0,2,2,104,98,2,1,1,2021,True
754563162,20,18,31,33,27,33,49,44,1,3,1,4,5,5,1,5,5.64109589,1,1,0,0,0,0,0,2,2,97,97,0,0,0,2017,False
505821044,8,12,20,22,25,28,20,32,1,3,1,1,2,2,2,1,4.994520548,1,1,0,0,0,0,0,2,2,115,115,2,1,0,2018,False
242789544,13,18,20,20,23,29,31,33,2,4,1,1,2,2,1,2,4.668493151,0,1,0,0,0,0,0,1,1,120,120,2,2,2,2017,False
404940281,16,22,24,31,28,27,30,36,2,2,2,2,1,2,0,3,4.969863014,0,1,0,0,0,0,0,4,3,114,114,2,2,1,2018,False
631269360,9,15,17,23,22,26,19,20,2,4,1,1,0,2,0,2,5.402739726,1,1,0,0,0,0,0,2,2,78,78,2,0,1,2020,False
666655619,10,24,28,29,27,30,13,39,3,5,1,2,1,4,2,3,5.580821918,1,1,0,0,0,0,0,3,2,95,95,2,0,0,2020,False
405327676,17,18,21,21,25,27,24,33,3,3,1,2,2,3,1,2,5.038356164,1,0,1,0,0,0,0,2,2,101,101,2,0,1,2020,True
334201201,13,15,22,18,22,26,33,32,2,3,1,2,2,2,2,2,5.695890411,0,1,0,0,0,0,0,1,1,103,103,2,0,0,2018,False
929454982,8,16,22,17,23,30,4,42,1,2,1,1,0,0,0,0,5.265753425,0,1,0,0,0,0,0,1,1,105,105,2,2,2,2020,True
441719792,7,11,19,23,26,27,17,24,2,4,1,2,1,2,0,2,5.276712329,1,1,0,0,0,0,0,2,2,103,103,2,2,2,2016,False
970451427,11,14,20,21,24,30,22,33,1,3,0,1,1,1,0,2,4.920547945,1,1,0,0,0,0,0,2,2,102,102,2,0,1,2016,False
382851972,15,17,19,15,15,24,18,26,2,2,1,2,0,2,0,2,5.682191781,1,0,1,0,0,0,0,2,2,95,95,2,2,1,2017,True
799569216,28,28,31,33,31,31,43,47,2,4,1,2,4,2,2,2,5.016438356,0,1,0,0,0,0,0,2,2,105,105,2,2,2,2020,False
342370404,28,29,30,30,31,31,22,46,2,3,1,2,1,2,2,2,5.750684932,0,1,0,0,0,0,0,2,1,109,109,2,2,2,2020,False
614604652,7,15,19,19,19,22,26,33,2,3,1,2,2,3,2,2,5.136986301,0,1,0,0,0,0,0,2,2,99,94,2,0,0,2021,False
629467674,5,8,21,25,21,27,21,22,1,3,0,2,1,0,0,2,5.087671233,0,1,0,0,0,0,0,2,1,93,93,2,1,1,2020,False
440442992,9,8,30,28,28,29,14,27,2,3,2,2,2,3,2,0,5.369863014,1,1,0,0,0,0,0,3,3,99,94,2,1,2,2021,False
157187232,4,3,17,23,23,30,8,15,1,4,1,2,1,2,0,2,5.342465753,1,0,1,0,0,0,0,2,2,116,116,2,2,2,2016,False
387511037,7,15,17,19,23,29,18,24,2,4,1,2,0,4,0,2,4.956164384,1,1,0,0,0,0,0,3,1,110,110,2,2,1,2018,False
914566816,16,19,23,24,26,26,35,37,1,4,1,2,2,2,1,1,4.942465753,0,1,0,0,0,0,0,2,1,102,102,2,2,1,2018,False
656178677,21,27,31,28,30,30,22,45,3,4,1,2,2,5,1,4,4.791780822,0,1,0,0,0,0,0,3,1,109,109,2,0,0,2020,False
600646649,26,30,29,28,31,31,47,48,1,4,1,2,3,3,2,2,6.073972603,0,1,0,0,0,0,0,2,2,109,109,2,2,2,2020,False
419373919,7,9,19,17,21,22,20,17,2,4,1,2,2,3,2,2,5.334246575,1,1,0,0,0,0,0,3,3,120,120,2,2,2,2017,False
653837031,5,11,23,21,25,29,37,24,1,1,1,1,3,2,2,2,5.380821918,0,1,0,0,0,0,0,2,1,114,114,2,2,0,2016,False
375960901,9,12,16,12,20,24,4,17,2,2,1,2,1,1,0,2,5.6,1,0,1,0,0,0,0,1,1,114,114,1,0,1,2020,False
915460248,7,11,19,20,24,28,17,39,1,2,0,2,1,2,0,1,5.635616438,0,0,1,0,0,0,0,2,2,114,114,2,0,0,2020,False
874726872,27,27,29,31,28,28,17,42,2,5,1,2,2,2,0,2,5.906849315,1,1,0,0,0,0,0,2,2,105,105,2,2,1,2020,False
272636296,0,6,17,16,18,23,6,13,1,2,0,1,0,1,0,1,5.646575342,1,0,1,0,0,0,0,1,1,90,90,0,0,0,2018,True
